dt_seconds,frequency_hz
0.033298399997875094,30.031472985603333
0.01958819990977645,51.05114327023491
0.01788739999756217,55.90527411117812
0.014603800140321255,68.47532768125119
0.021379899932071567,46.77290367013924
0.018846800085157156,53.0594050704423
0.015455199871212244,64.70314252374428
0.015123700024560092,66.12138553237982
0.015687100123614073,63.74664483046692
0.015076399780809878,66.32883278094405
0.014641900081187487,68.29714684946123
0.01723859994672239,58.0093512866822
0.018061400158330798,55.366693126432466
0.011156699853017926,89.632240104541
0.012266700156033039,81.52151656761394
0.013795599807053804,72.4868808885491
0.014128900133073332,70.77691756481254
0.022034999914467335,45.38234644346145
0.016262599965557456,61.490782661929764
0.012250900035724044,81.6266557627575
0.018887600162997842,52.944788716942
0.014453599927946925,69.18691571547089
0.016703899949789047,59.866258957844686
0.021645500091835856,46.198978806554585
0.021923299878835678,45.61357120172316
0.013827000046148896,72.32226778494302
0.015857799910008907,63.06045010498801
0.015150099992752075,66.0061650073866
0.014353000093251465,69.67184515453204
0.014945900067687035,66.90798115009449
0.021094599971547723,47.40549720538879
0.0176919000223279,56.523041546581155
0.017617899924516678,56.76045409977736
0.013858200050890447,72.15944324138587
0.015722000040113926,63.605139132969605
0.016357299871742725,61.13478433732834
0.01736010005697608,57.603354630329704
0.01677770004607737,59.60292514788403
0.015624199993908404,64.00327699273448
0.015822599874809384,63.200738684675045
0.01595110003836453,62.69160105540472
0.012367699993774297,80.85577759028632
0.015381800010800362,65.01189713153519
0.0194624001160264,51.38112432374389
0.013715100008994341,72.91233744881201
0.018560600001364946,53.877568609121475
0.017587399808689952,56.85888823121534
0.014557600021362305,68.69264154342521
0.016910900129005313,59.1334578509405
0.01794359995983541,55.73017690086603
0.03282910003326833,30.460780191556292
0.019936499884352088,50.15925592761082
0.0285135000012815,35.07110666719471
0.024001199984923005,41.66458346366751
0.019757800037041306,50.61292239648297
0.015557700069621205,64.27685297473072
0.015907800057902932,62.862243450388604
0.015420999843627216,64.84663835939624
0.018949200166389346,52.772675955670366
0.02035130001604557,49.13691013407351
0.017196499975398183,58.15136809412551
0.0192884998396039,51.844363652727466
0.01813810016028583,55.13256576835671
0.016488899942487478,60.64685961391929
0.017508500022813678,57.1151154408998
0.013086499879136682,76.41462646511484
0.018305900041013956,54.627196573756144
0.017649400047957897,56.65914973215783
0.013649299973621964,73.26383052116635
0.014917500084266068,67.03536077433844
0.016096799867227674,62.12414941158291
0.018116600112989545,55.19799486455536
0.013936599949374795,71.753512595076
0.021647500107064843,46.194710477153045
0.020739099942147732,48.21810024492512
0.01636389992199838,61.110126850365056
0.017096100142225623,58.492872156855356
0.017880599945783615,55.926535073327216
0.01485899998806417,67.29927995176477
0.01713029993698001,58.37609403681552
0.021812499966472387,45.845272276771695
0.025576800107955933,39.09793233630268
0.01487670000642538,67.21920853200582
0.01839079987257719,54.375013970497044
0.018586199963465333,53.80335958752665
0.012867400189861655,77.71577671050515
0.01148430001921952,87.07539844191224
0.018742799991741776,53.353821224182504
0.017678799806162715,56.564925841368854
0.0122341001406312,81.738745678471
0.01956729986704886,51.10567154357307
0.013017400167882442,76.82025497435954
0.016849400009959936,59.349294301808065
0.01645749993622303,60.76257049219217
0.0193270999006927,51.7408201508887
0.015188800171017647,65.83798514303584
0.01781589980237186,56.129637632272065
0.01774090016260743,56.36692562577541
0.015537000028416514,64.36248942337919
0.01789749995805323,55.87372551159225
0.01852689986117184,53.97557106117748
0.012086600065231323,82.73625292497516
0.011207300005480647,89.22755699508136
